"task_id","candidate_model_path","model_path","source_id","source_exp_id","method_family","memory_footprint","parameter_count","file_size","cost_proxy","utility_proxy","local_valid","risk","candidate_rank","recommended_action"
"task142","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task142.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task142.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","141","submit_full_source_except_failed_task133"
"task143","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task143.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task143.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","142","submit_full_source_except_failed_task133"
"task144","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task144.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task144.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","143","submit_full_source_except_failed_task133"
"task145","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task145.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task145.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","144","submit_full_source_except_failed_task133"
"task146","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task146.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task146.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","145","submit_full_source_except_failed_task133"
"task147","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task147.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task147.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","146","submit_full_source_except_failed_task133"
"task148","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task148.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task148.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","147","submit_full_source_except_failed_task133"
"task149","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task149.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task149.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","148","submit_full_source_except_failed_task133"
"task150","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task150.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task150.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","149","submit_full_source_except_failed_task133"
"task151","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task151.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task151.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","150","submit_full_source_except_failed_task133"
"task152","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task152.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task152.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","151","submit_full_source_except_failed_task133"
"task153","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task153.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task153.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","152","submit_full_source_except_failed_task133"
"task154","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task154.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task154.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","153","submit_full_source_except_failed_task133"
"task155","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task155.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task155.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","154","submit_full_source_except_failed_task133"
"task156","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task156.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task156.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","155","submit_full_source_except_failed_task133"
"task157","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task157.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task157.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","156","submit_full_source_except_failed_task133"
"task158","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task158.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task158.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","157","submit_full_source_except_failed_task133"
"task159","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task159.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task159.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","158","submit_full_source_except_failed_task133"
"task160","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task160.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task160.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","159","submit_full_source_except_failed_task133"
"task161","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task161.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task161.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","160","submit_full_source_except_failed_task133"
"task162","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task162.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task162.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","161","submit_full_source_except_failed_task133"
"task163","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task163.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task163.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","162","submit_full_source_except_failed_task133"
"task164","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task164.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task164.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","163","submit_full_source_except_failed_task133"
"task165","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task165.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task165.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","164","submit_full_source_except_failed_task133"
"task166","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task166.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task166.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","165","submit_full_source_except_failed_task133"
"task167","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task167.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task167.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","166","submit_full_source_except_failed_task133"
"task168","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task168.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task168.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","167","submit_full_source_except_failed_task133"
"task169","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task169.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task169.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","168","submit_full_source_except_failed_task133"
"task170","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task170.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task170.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","169","submit_full_source_except_failed_task133"
"task171","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task171.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task171.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","170","submit_full_source_except_failed_task133"
"task172","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task172.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task172.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","171","submit_full_source_except_failed_task133"
"task173","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task173.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task173.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","172","submit_full_source_except_failed_task133"
"task174","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task174.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task174.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","173","submit_full_source_except_failed_task133"
"task175","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task175.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task175.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","174","submit_full_source_except_failed_task133"
"task176","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task176.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task176.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","175","submit_full_source_except_failed_task133"
"task177","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task177.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task177.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","176","submit_full_source_except_failed_task133"
"task178","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task178.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task178.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","177","submit_full_source_except_failed_task133"
"task179","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task179.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task179.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","178","submit_full_source_except_failed_task133"
"task180","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task180.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task180.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","179","submit_full_source_except_failed_task133"
"task181","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task181.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task181.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","180","submit_full_source_except_failed_task133"
"task182","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task182.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task182.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","181","submit_full_source_except_failed_task133"
"task183","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task183.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task183.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","182","submit_full_source_except_failed_task133"
"task184","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task184.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task184.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","183","submit_full_source_except_failed_task133"
"task185","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task185.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task185.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","184","submit_full_source_except_failed_task133"
"task186","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task186.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task186.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","185","submit_full_source_except_failed_task133"
"task187","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task187.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task187.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","186","submit_full_source_except_failed_task133"
"task188","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task188.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task188.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","187","submit_full_source_except_failed_task133"
"task189","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task189.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task189.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","188","submit_full_source_except_failed_task133"
"task190","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task190.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task190.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","189","submit_full_source_except_failed_task133"
"task191","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task191.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task191.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","190","submit_full_source_except_failed_task133"
"task192","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task192.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task192.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","191","submit_full_source_except_failed_task133"
"task193","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task193.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task193.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","192","submit_full_source_except_failed_task133"
"task194","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task194.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task194.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","193","submit_full_source_except_failed_task133"
"task195","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task195.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task195.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","194","submit_full_source_except_failed_task133"
"task196","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task196.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task196.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","195","submit_full_source_except_failed_task133"
"task197","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task197.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task197.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","196","submit_full_source_except_failed_task133"
"task198","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task198.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task198.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","197","submit_full_source_except_failed_task133"
"task199","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task199.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task199.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","198","submit_full_source_except_failed_task133"
"task200","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task200.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task200.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","199","submit_full_source_except_failed_task133"
"task201","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task201.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task201.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","200","submit_full_source_except_failed_task133"
"task202","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task202.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task202.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","201","submit_full_source_except_failed_task133"
"task203","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task203.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task203.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","202","submit_full_source_except_failed_task133"
"task204","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task204.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task204.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","203","submit_full_source_except_failed_task133"
"task205","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task205.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task205.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","204","submit_full_source_except_failed_task133"
"task206","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task206.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task206.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","205","submit_full_source_except_failed_task133"
"task207","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task207.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task207.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","206","submit_full_source_except_failed_task133"
"task208","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task208.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task208.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","207","submit_full_source_except_failed_task133"
"task209","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task209.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task209.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","208","submit_full_source_except_failed_task133"
"task210","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task210.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task210.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","209","submit_full_source_except_failed_task133"
"task211","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task211.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task211.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","210","submit_full_source_except_failed_task133"
